name,genre,type,episodes,rating,members
464.0,1460.0,6.0,52.0,7.3,2102.0
906.0,950.0,6.0,50.0,7.3,1135.0
1948.0,1016.0,6.0,58.0,7.3,2088.0
1989.0,1953.0,6.0,65.0,7.3,2578.0
2101.0,2202.0,4.0,1.0,7.3,6931.0
2532.0,3116.0,2.0,1.0,7.29,1471.0
3559.0,796.0,6.0,13.0,7.3,38498.0
3832.0,1231.0,6.0,10.0,7.3,25885.0
3868.0,323.0,5.0,1.0,7.3,1675.0
4048.0,1110.0,6.0,12.0,7.3,38646.0
4190.0,1645.0,1.0,1.0,7.3,9328.0
4714.0,393.0,4.0,3.0,7.3,1426.0
5415.0,2742.0,3.0,1.0,7.3,1276.0
5617.0,2675.0,6.0,12.0,7.3,91552.0
5940.0,1940.0,6.0,13.0,7.3,22991.0
6353.0,1717.0,6.0,14.0,7.3,21393.0
6514.0,8.0,6.0,24.0,7.3,20105.0
6680.0,2514.0,6.0,12.0,7.3,77284.0
8625.0,1014.0,1.0,1.0,7.3,1963.0
8861.0,1786.0,5.0,1.0,7.3,16654.0
8956.0,1945.0,6.0,12.0,7.3,21125.0
9202.0,781.0,2.0,1.0,7.29,2945.0
9440.0,2879.0,1.0,1.0,7.3,9447.0
10486.0,616.0,6.0,23.0,7.3,5134.0
10599.0,2212.0,6.0,12.0,7.3,11941.0
10706.0,907.0,1.0,1.0,7.3,5223.0
11380.0,2140.0,6.0,26.0,7.3,20062.0
11450.0,30.0,1.0,1.0,7.3,3818.0
11924.0,899.0,6.0,49.0,7.3,6390.0
496.0,1802.0,5.0,1.0,7.29,19772.0
528.0,646.0,6.0,12.0,7.29,97674.0
533.0,3208.0,6.0,11.0,7.29,43279.0
745.0,363.0,4.0,14.0,7.29,2864.0
1033.0,645.0,5.0,1.0,7.29,15333.0
1038.0,1195.0,5.0,2.0,7.29,1707.0
1054.0,1116.0,2.0,1.0,7.29,40641.0
1117.0,2724.0,4.0,6.0,7.29,7254.0
1238.0,1090.0,6.0,13.0,7.29,44006.0
1806.0,1889.0,1.0,1.0,7.29,1640.0
1887.0,2509.0,4.0,2.0,7.29,11482.0
1947.0,1016.0,6.0,44.0,7.29,3682.0
2169.0,261.0,1.0,1.0,7.29,12449.0
2284.0,1292.0,1.0,1.0,7.29,1124.0
2922.0,1997.0,1.0,1.0,7.29,2861.0
3040.0,2317.0,6.0,9.0,7.29,6616.0
3091.0,761.0,6.0,13.0,7.29,87240.0
3321.0,204.0,6.0,26.0,7.29,5947.0
3457.0,2717.0,1.0,1.0,7.29,1201.0
3529.0,1511.0,6.0,26.0,7.29,26176.0
3991.0,1462.0,6.0,13.0,7.29,4247.0
4822.0,2742.0,1.0,1.0,7.29,2858.0
4824.0,1970.0,6.0,12.0,7.29,75460.0
5146.0,3143.0,5.0,1.0,7.29,45718.0
5379.0,2394.0,4.0,4.0,7.29,11902.0
5574.0,595.0,1.0,1.0,7.29,786.0
5855.0,1052.0,6.0,23.0,7.29,72750.0
5967.0,872.0,6.0,13.0,7.29,90977.0
6196.0,130.0,5.0,1.0,7.29,3242.0
6357.0,1910.0,6.0,12.0,7.29,36656.0
7216.0,1997.0,6.0,50.0,7.29,8760.0
7721.0,1919.0,6.0,12.0,7.29,45161.0
7873.0,3025.0,1.0,1.0,7.29,2037.0
8990.0,87.0,6.0,51.0,7.29,9025.0
10297.0,1047.0,1.0,1.0,7.29,15421.0
10539.0,238.0,4.0,4.0,7.29,35730.0
11502.0,483.0,4.0,3.0,7.29,13738.0
11665.0,2307.0,6.0,12.0,7.29,257925.0
11925.0,899.0,6.0,48.0,7.29,3619.0
12148.0,484.0,6.0,27.0,7.29,89243.0
12074.0,3043.0,5.0,1.0,7.29,5984.0
503.0,645.0,5.0,1.0,7.28,35230.0
1029.0,516.0,6.0,12.0,7.28,68626.0
1706.0,1054.0,1.0,1.0,7.28,23592.0
2006.0,1384.0,1.0,1.0,7.28,40717.0
2040.0,2333.0,6.0,12.0,7.28,61228.0
2386.0,2324.0,6.0,243.0,7.28,5330.0
2691.0,490.0,6.0,10.0,7.28,100392.0
3197.0,2238.0,4.0,1.0,7.28,8892.0
3330.0,1443.0,1.0,1.0,7.28,45084.0
4247.0,3044.0,1.0,1.0,7.28,2814.0
4489.0,2255.0,6.0,10.0,7.28,65402.0
4502.0,3259.0,3.0,-1.0,7.28,1072.0
6011.0,2550.0,6.0,45.0,7.28,4157.0
6136.0,1879.0,6.0,24.0,7.28,156627.0
6226.0,130.0,5.0,1.0,7.28,3183.0
6303.0,1507.0,6.0,13.0,7.28,114612.0
6945.0,2594.0,6.0,51.0,7.28,2033.0
7434.0,1677.0,5.0,1.0,7.28,34056.0
7451.0,2731.0,4.0,1.0,7.28,1843.0
7547.0,3195.0,1.0,1.0,7.28,44787.0
8044.0,1568.0,6.0,52.0,7.28,3945.0
8291.0,2285.0,5.0,1.0,7.28,22414.0
8622.0,903.0,1.0,1.0,7.28,3046.0
9156.0,262.0,3.0,13.0,7.28,11992.0
9282.0,2563.0,1.0,1.0,7.28,7034.0
9472.0,1525.0,6.0,26.0,7.28,10449.0
9503.0,794.0,4.0,5.0,7.28,9957.0
9550.0,1856.0,4.0,1.0,7.28,26234.0
10422.0,2199.0,6.0,14.0,7.28,243448.0
10770.0,189.0,6.0,193.0,7.28,5332.0
10900.0,3211.0,4.0,2.0,7.28,18866.0
11475.0,1677.0,6.0,13.0,7.28,3038.0
12160.0,1571.0,5.0,1.0,7.28,18651.0
618.0,2860.0,5.0,7.0,7.27,7014.0
1176.0,2364.0,6.0,12.0,7.27,47280.0
1777.0,1240.0,6.0,43.0,7.27,1763.0
1852.0,342.0,4.0,3.0,7.27,8970.0
2144.0,2308.0,4.0,2.0,7.25,1885.0
2272.0,1291.0,1.0,1.0,7.27,1342.0
2300.0,1291.0,1.0,1.0,7.27,408.0
2855.0,1987.0,3.0,4.0,7.27,11981.0
2986.0,1090.0,6.0,39.0,7.27,2640.0
3090.0,761.0,6.0,13.0,7.27,165335.0
3226.0,2356.0,6.0,45.0,7.27,5118.0
3469.0,1657.0,6.0,39.0,7.27,987.0
3565.0,614.0,4.0,3.0,7.27,15176.0
3630.0,2229.0,4.0,1.0,7.27,14622.0
5045.0,1740.0,6.0,13.0,7.27,32828.0
5110.0,2704.0,6.0,13.0,7.27,41960.0
5234.0,808.0,6.0,25.0,7.27,5646.0
5274.0,1367.0,6.0,26.0,7.27,13265.0
5378.0,1054.0,6.0,25.0,7.27,4420.0
5406.0,3207.0,5.0,1.0,7.27,35243.0
5758.0,697.0,6.0,46.0,7.27,1093.0
5934.0,3259.0,5.0,1.0,7.27,8347.0
5951.0,2799.0,6.0,13.0,7.27,20859.0
6225.0,1392.0,5.0,1.0,7.27,2338.0
7092.0,2606.0,1.0,1.0,7.27,5772.0
7186.0,1500.0,6.0,12.0,7.27,6037.0
7440.0,310.0,1.0,1.0,7.27,30378.0
8390.0,929.0,5.0,1.0,7.27,12779.0
8440.0,2814.0,1.0,3.0,7.27,406.0
8869.0,1093.0,6.0,49.0,7.27,1188.0
9084.0,1619.0,6.0,73.0,7.27,1199.0
10052.0,896.0,6.0,9.0,7.27,24799.0
10488.0,614.0,5.0,1.0,7.27,2444.0
10689.0,2692.0,1.0,1.0,7.27,10233.0
10699.0,3116.0,2.0,8.0,7.27,22213.0
10752.0,1005.0,4.0,2.0,7.27,21616.0
11044.0,2082.0,4.0,1.0,7.27,46837.0
11092.0,264.0,1.0,1.0,7.27,3077.0
11458.0,619.0,5.0,1.0,7.27,1848.0
11474.0,1200.0,6.0,13.0,7.27,3382.0
232.0,3131.0,1.0,1.0,7.26,1028.0
357.0,2561.0,6.0,52.0,7.26,12014.0
526.0,935.0,5.0,10.0,7.26,43615.0
578.0,1547.0,6.0,52.0,7.26,2631.0
796.0,2294.0,5.0,6.0,7.27,3817.0
916.0,2297.0,4.0,7.0,7.26,1180.0
983.0,2149.0,6.0,12.0,7.26,13346.0
1805.0,1889.0,1.0,1.0,7.26,1479.0
1927.0,3023.0,6.0,26.0,7.26,800.0
2278.0,2780.0,1.0,1.0,7.26,1181.0
2471.0,1511.0,5.0,1.0,7.26,10516.0
12268.0,2627.0,5.0,1.0,7.26,21002.0
2689.0,938.0,5.0,2.0,7.26,10824.0
2878.0,1280.0,4.0,3.0,7.26,14863.0
2880.0,1677.0,5.0,2.0,7.25,943.0
3475.0,2190.0,6.0,13.0,7.26,67916.0
3553.0,2615.0,4.0,2.0,7.26,22648.0
3582.0,2897.0,6.0,12.0,7.26,64975.0
3853.0,2041.0,1.0,1.0,7.26,22973.0
3854.0,2042.0,4.0,3.0,7.26,6001.0
4685.0,1829.0,1.0,1.0,7.26,1406.0
5271.0,1943.0,6.0,13.0,7.26,25814.0
5456.0,2894.0,5.0,2.0,7.26,24379.0
5965.0,2261.0,6.0,25.0,7.26,15519.0
6356.0,1927.0,5.0,1.0,7.26,7945.0
6452.0,1993.0,4.0,6.0,7.26,4460.0
7225.0,3238.0,1.0,1.0,7.26,7787.0
7433.0,603.0,6.0,51.0,7.26,29989.0
7435.0,572.0,5.0,1.0,7.26,13014.0
8589.0,1511.0,6.0,25.0,7.26,1260.0
8719.0,2350.0,3.0,64.0,7.26,9208.0
8991.0,272.0,6.0,25.0,7.26,4006.0
9380.0,1195.0,6.0,26.0,7.26,801.0
10519.0,1677.0,5.0,1.0,7.26,13238.0
10579.0,2294.0,5.0,35.0,7.26,10434.0
10771.0,327.0,6.0,52.0,7.26,5743.0
11146.0,1479.0,6.0,44.0,7.26,3100.0
11530.0,1007.0,1.0,1.0,7.26,42377.0
210.0,1750.0,6.0,12.0,7.25,37944.0
1146.0,2252.0,4.0,1.0,7.25,59965.0
1346.0,149.0,6.0,65.0,7.25,24821.0
1714.0,1954.0,5.0,9.0,7.25,22926.0
2159.0,21.0,6.0,50.0,7.25,74929.0
2266.0,1291.0,1.0,1.0,7.25,1075.0
2283.0,1290.0,1.0,1.0,7.25,1327.0
2334.0,371.0,6.0,26.0,7.25,1238.0
2631.0,1613.0,1.0,1.0,7.25,32514.0
2923.0,495.0,6.0,49.0,7.25,5384.0
3526.0,1175.0,5.0,1.0,7.25,21388.0
3600.0,848.0,6.0,12.0,7.25,156044.0
3626.0,2229.0,6.0,12.0,7.25,154595.0
4802.0,1511.0,1.0,1.0,7.25,1771.0
4969.0,1380.0,6.0,13.0,7.25,2655.0
5171.0,2859.0,4.0,1.0,7.25,11320.0
5375.0,1063.0,4.0,12.0,7.25,3303.0
5986.0,938.0,3.0,5.0,7.25,17584.0
6110.0,164.0,6.0,27.0,7.25,16288.0
6214.0,130.0,5.0,1.0,7.25,3456.0
7129.0,2285.0,3.0,26.0,7.25,26147.0
7237.0,2316.0,6.0,11.0,7.25,16251.0
7301.0,3099.0,6.0,40.0,7.25,1270.0
7493.0,1853.0,4.0,1.0,7.25,12554.0
7957.0,85.0,1.0,1.0,7.25,46455.0
8205.0,255.0,6.0,48.0,7.25,910.0
8700.0,911.0,6.0,26.0,7.25,3368.0
8728.0,422.0,6.0,24.0,7.25,23931.0
8849.0,2638.0,2.0,1.0,7.25,1544.0
8961.0,1582.0,6.0,52.0,7.25,3921.0
8994.0,271.0,6.0,51.0,7.25,4161.0
9022.0,2550.0,1.0,1.0,7.25,1824.0
9268.0,1195.0,6.0,26.0,7.25,15236.0
9545.0,2215.0,5.0,2.0,7.25,13494.0
9547.0,1311.0,5.0,1.0,7.25,19488.0
9654.0,307.0,6.0,26.0,7.25,2692.0
10340.0,1090.0,5.0,2.0,7.24,25383.0
10541.0,1677.0,5.0,4.0,7.25,5067.0
10679.0,520.0,6.0,26.0,7.25,17943.0
10696.0,2763.0,2.0,1.0,7.25,18991.0
209.0,1750.0,6.0,24.0,7.24,66597.0
1055.0,821.0,4.0,1.0,7.24,130665.0
1180.0,1535.0,6.0,26.0,7.24,699.0
1703.0,2183.0,5.0,1.0,7.24,3310.0
1907.0,1329.0,6.0,26.0,7.24,1315.0
1972.0,979.0,4.0,1.0,7.24,14079.0
2414.0,1316.0,1.0,1.0,7.24,59207.0
2738.0,936.0,4.0,1.0,7.24,18795.0
3017.0,1620.0,6.0,26.0,7.24,3108.0
3022.0,2296.0,5.0,1.0,7.24,4800.0
4365.0,1128.0,1.0,1.0,7.24,38670.0
4357.0,2616.0,6.0,13.0,7.24,11386.0
5597.0,1816.0,4.0,1.0,7.24,3118.0
5676.0,1655.0,1.0,1.0,7.24,3630.0
5689.0,2715.0,4.0,1.0,7.24,8873.0
5993.0,666.0,6.0,26.0,7.24,21550.0
6366.0,1302.0,6.0,24.0,7.24,12687.0
6401.0,1295.0,6.0,40.0,7.24,16571.0
7077.0,1054.0,5.0,1.0,7.24,3547.0
7155.0,51.0,6.0,12.0,7.24,746.0
7224.0,3238.0,6.0,26.0,7.24,48245.0
7248.0,2635.0,2.0,1.0,7.24,1242.0
8523.0,942.0,6.0,-1.0,7.23,11030.0
8765.0,881.0,6.0,18.0,7.24,366.0
8789.0,1160.0,6.0,26.0,7.24,16331.0
9019.0,1845.0,6.0,13.0,7.24,203958.0
9536.0,1435.0,6.0,26.0,7.24,7977.0
10939.0,1494.0,6.0,13.0,7.24,53375.0
11423.0,1535.0,1.0,1.0,7.24,1200.0
11442.0,2344.0,6.0,33.0,7.24,923.0
11661.0,2356.0,1.0,1.0,7.24,18000.0
11816.0,1389.0,6.0,50.0,7.24,887.0
12106.0,792.0,6.0,13.0,7.24,6108.0
694.0,2525.0,1.0,1.0,7.23,16702.0
1156.0,1677.0,5.0,14.0,7.23,7292.0
1756.0,663.0,6.0,11.0,7.23,16116.0
1812.0,1889.0,1.0,1.0,7.23,1125.0
1855.0,327.0,6.0,50.0,7.23,3625.0
2150.0,1540.0,1.0,2.0,7.23,26543.0
2186.0,1383.0,4.0,10.0,7.23,2783.0
2280.0,1290.0,1.0,1.0,7.23,864.0
2969.0,2298.0,6.0,12.0,7.23,12825.0
3329.0,3244.0,6.0,12.0,7.23,33429.0
3504.0,1511.0,1.0,1.0,7.23,405.0
3527.0,1677.0,5.0,11.0,7.23,13053.0
5592.0,1939.0,4.0,3.0,7.23,20376.0
6281.0,27.0,6.0,49.0,7.23,15420.0
6482.0,1786.0,4.0,1.0,7.23,2341.0
7046.0,3087.0,3.0,3.0,7.23,15203.0
7837.0,2079.0,5.0,1.0,7.23,5965.0
8509.0,62.0,6.0,191.0,7.23,48203.0
9261.0,2311.0,6.0,12.0,7.23,28423.0
10565.0,1829.0,4.0,4.0,7.23,23883.0
11329.0,2320.0,1.0,1.0,7.22,2657.0
11484.0,541.0,4.0,10.0,7.23,6086.0
11616.0,2627.0,1.0,1.0,7.23,14420.0
11873.0,1731.0,6.0,13.0,7.23,34177.0
12161.0,484.0,6.0,180.0,7.23,74331.0
100.0,2298.0,4.0,2.0,7.22,13671.0
314.0,2667.0,6.0,13.0,7.22,86669.0
550.0,3086.0,6.0,38.0,7.22,2378.0
565.0,315.0,1.0,1.0,7.22,8048.0
823.0,1677.0,5.0,2.0,7.22,6765.0
826.0,750.0,3.0,26.0,7.22,28097.0
1015.0,3246.0,5.0,1.0,7.22,10441.0
1172.0,1677.0,6.0,48.0,7.22,418.0
1365.0,920.0,3.0,1.0,7.22,19762.0
1522.0,1423.0,1.0,1.0,7.22,3344.0
1642.0,2294.0,3.0,6.0,7.22,31544.0
1813.0,1889.0,1.0,1.0,7.22,1122.0
2182.0,1383.0,6.0,24.0,7.22,9131.0
3252.0,2178.0,5.0,1.0,7.22,3518.0
4038.0,1677.0,6.0,39.0,7.22,4427.0
4760.0,1432.0,4.0,7.0,7.22,20337.0
4923.0,2948.0,1.0,1.0,7.22,470.0
5245.0,2777.0,6.0,12.0,7.22,83438.0
5924.0,1270.0,6.0,91.0,7.22,1124.0
7300.0,567.0,6.0,12.0,7.22,12409.0
7844.0,834.0,6.0,39.0,7.22,1232.0
8166.0,1756.0,4.0,2.0,7.22,13885.0
8839.0,2169.0,4.0,1.0,7.22,1996.0
8871.0,2646.0,6.0,22.0,7.22,27169.0
8889.0,300.0,5.0,1.0,7.22,4083.0
9518.0,2222.0,5.0,2.0,7.22,4855.0
9551.0,2215.0,5.0,4.0,7.22,27261.0
10778.0,640.0,4.0,4.0,7.22,13855.0
11728.0,902.0,6.0,12.0,7.22,106381.0
11929.0,2250.0,6.0,12.0,7.22,22770.0
300.0,3127.0,1.0,1.0,7.21,9611.0
564.0,773.0,1.0,1.0,7.21,49553.0
1074.0,208.0,5.0,1.0,7.21,78111.0
1366.0,115.0,6.0,73.0,7.21,7608.0
1502.0,1368.0,6.0,26.0,7.21,4838.0
1809.0,1889.0,1.0,1.0,7.21,1517.0
2209.0,237.0,6.0,13.0,7.21,97809.0
2549.0,2549.0,5.0,1.0,7.21,3261.0
3799.0,3189.0,1.0,1.0,7.21,25245.0
4372.0,440.0,6.0,12.0,7.21,203618.0
4385.0,1677.0,5.0,1.0,7.21,9610.0
4594.0,359.0,4.0,6.0,7.21,10208.0
4768.0,2536.0,6.0,12.0,7.21,102560.0
4932.0,544.0,4.0,3.0,7.21,8690.0
5338.0,1099.0,1.0,1.0,7.21,3466.0
5408.0,2703.0,4.0,2.0,7.21,9866.0
6149.0,3127.0,5.0,1.0,7.21,4249.0
6577.0,2249.0,6.0,24.0,7.21,16922.0
6630.0,1422.0,1.0,1.0,7.21,1060.0
6747.0,456.0,6.0,12.0,7.21,110042.0
6790.0,2272.0,6.0,12.0,7.21,198876.0
7271.0,906.0,4.0,1.0,7.21,7843.0
7299.0,788.0,6.0,23.0,7.21,1570.0
7310.0,1063.0,6.0,24.0,7.21,55531.0
7491.0,1254.0,6.0,26.0,7.21,44009.0
7492.0,1840.0,4.0,1.0,7.21,13563.0
8414.0,16.0,4.0,6.0,7.21,7935.0
8627.0,2835.0,1.0,1.0,7.21,2530.0
9167.0,2689.0,4.0,2.0,7.21,12239.0
9284.0,2257.0,6.0,13.0,7.21,34297.0
9641.0,1185.0,4.0,13.0,7.21,4630.0
10680.0,641.0,1.0,1.0,7.21,10523.0
10848.0,3116.0,2.0,1.0,7.21,2066.0
11122.0,3213.0,5.0,1.0,7.21,1513.0
11868.0,2378.0,6.0,13.0,7.21,33275.0
11966.0,1643.0,6.0,39.0,7.21,11015.0
12154.0,1514.0,5.0,1.0,7.21,9429.0
12122.0,303.0,6.0,48.0,7.21,689.0
296.0,1987.0,4.0,3.0,7.2,1659.0
632.0,322.0,4.0,4.0,7.2,14930.0
909.0,3250.0,6.0,21.0,7.21,570.0
1152.0,3116.0,2.0,1.0,7.2,10426.0
1950.0,1194.0,6.0,12.0,7.2,121005.0
2270.0,2870.0,1.0,1.0,7.2,1059.0
2282.0,1543.0,1.0,1.0,7.2,896.0
2675.0,3255.0,5.0,1.0,7.2,873.0
2801.0,711.0,6.0,12.0,7.2,159273.0
2807.0,1974.0,1.0,1.0,7.19,601.0
2961.0,2212.0,1.0,1.0,7.2,3718.0
3358.0,3113.0,5.0,6.0,7.2,15228.0
4002.0,2266.0,6.0,48.0,7.2,1527.0
4195.0,767.0,6.0,13.0,7.2,6659.0
5984.0,179.0,4.0,6.0,7.2,4876.0
6224.0,130.0,5.0,1.0,7.2,2482.0
6526.0,1695.0,6.0,12.0,7.2,59819.0
6866.0,2274.0,4.0,1.0,7.2,21717.0
7286.0,882.0,4.0,3.0,7.2,3636.0
7333.0,1594.0,1.0,1.0,7.2,925.0
7537.0,1516.0,6.0,13.0,7.2,12975.0
7979.0,2019.0,1.0,1.0,7.2,20054.0
8492.0,62.0,6.0,192.0,7.2,67386.0
8588.0,1511.0,6.0,26.0,7.2,1065.0
8644.0,3126.0,1.0,1.0,7.2,502.0
8884.0,1987.0,6.0,12.0,7.2,30153.0
9213.0,2253.0,6.0,12.0,7.2,108011.0
10181.0,1086.0,6.0,26.0,7.2,46647.0
10197.0,359.0,1.0,1.0,7.2,3586.0
10403.0,694.0,4.0,22.0,7.2,18528.0
10857.0,1770.0,6.0,13.0,7.2,33042.0
10954.0,1028.0,5.0,1.0,7.2,11241.0
10982.0,2046.0,6.0,25.0,7.2,24691.0
11313.0,359.0,6.0,26.0,7.2,2297.0
997.0,1003.0,1.0,1.0,7.19,20172.0
1231.0,1618.0,6.0,26.0,7.19,20079.0
1458.0,2021.0,6.0,24.0,7.19,14955.0
2124.0,2432.0,4.0,1.0,7.19,7171.0
2190.0,1383.0,1.0,1.0,7.19,3227.0
2609.0,1439.0,1.0,1.0,7.19,37379.0
2970.0,2298.0,4.0,1.0,7.19,3284.0
3097.0,677.0,1.0,1.0,7.18,7179.0
3242.0,2178.0,5.0,1.0,7.19,8937.0
3629.0,1914.0,4.0,1.0,7.19,14585.0
3997.0,2496.0,4.0,1.0,7.19,1158.0
4804.0,1195.0,5.0,1.0,7.19,1163.0
5633.0,2449.0,6.0,12.0,7.19,5827.0
5909.0,586.0,6.0,54.0,7.19,7112.0
6165.0,725.0,6.0,12.0,7.19,85554.0
6333.0,3058.0,6.0,13.0,7.19,12095.0
7117.0,3173.0,6.0,24.0,7.19,8362.0
7391.0,397.0,6.0,13.0,7.19,57325.0
7868.0,2135.0,6.0,51.0,7.19,19222.0
7927.0,386.0,6.0,12.0,7.19,119572.0
9435.0,1677.0,5.0,1.0,7.19,32430.0
10538.0,1677.0,5.0,3.0,7.19,3692.0
11343.0,195.0,1.0,1.0,7.19,2005.0
11841.0,3148.0,6.0,13.0,7.19,11002.0
12044.0,1423.0,6.0,36.0,7.19,2228.0
12084.0,2482.0,6.0,12.0,7.19,48549.0
12242.0,1187.0,5.0,2.0,7.19,22182.0
634.0,314.0,1.0,1.0,7.18,9186.0
742.0,1923.0,6.0,12.0,7.18,192719.0
1223.0,1.0,3.0,5.0,7.18,29445.0
1696.0,359.0,6.0,13.0,7.18,4361.0
1865.0,2317.0,6.0,66.0,7.18,3188.0
2307.0,1974.0,1.0,1.0,7.18,672.0
2442.0,1320.0,6.0,39.0,7.18,558.0
2493.0,76.0,4.0,1.0,7.18,23370.0
2695.0,1848.0,4.0,1.0,7.18,14351.0
3120.0,1545.0,1.0,1.0,7.18,59243.0
3678.0,796.0,3.0,9.0,7.18,21190.0
3763.0,2817.0,1.0,1.0,7.18,1332.0
3811.0,2408.0,6.0,26.0,7.18,14550.0
4094.0,3069.0,6.0,51.0,7.18,6118.0
4197.0,181.0,4.0,1.0,7.18,3713.0
5238.0,1331.0,6.0,13.0,7.18,7893.0
5427.0,3160.0,1.0,1.0,7.18,1641.0
5749.0,1047.0,4.0,3.0,7.18,2398.0
5941.0,1940.0,4.0,1.0,7.18,5553.0
6358.0,1927.0,5.0,2.0,7.18,5760.0
6420.0,1764.0,6.0,26.0,7.18,5991.0
6425.0,1991.0,6.0,52.0,7.18,5112.0
6646.0,2225.0,6.0,12.0,7.18,104663.0
6813.0,1358.0,6.0,39.0,7.18,19311.0
7331.0,1535.0,1.0,1.0,7.18,1804.0
7657.0,1619.0,6.0,43.0,7.18,1941.0
7669.0,2344.0,6.0,-1.0,7.18,2255.0
7914.0,1925.0,6.0,12.0,7.17,37570.0
7959.0,85.0,1.0,1.0,7.18,36558.0
8193.0,1788.0,6.0,12.0,7.18,42190.0
8490.0,1284.0,1.0,1.0,7.18,5158.0
8519.0,219.0,3.0,18.0,7.21,295.0
8901.0,2848.0,6.0,24.0,7.18,39806.0
9420.0,483.0,6.0,12.0,7.18,67877.0
9653.0,1093.0,4.0,4.0,7.18,2339.0
10013.0,1708.0,5.0,1.0,7.18,2641.0
10039.0,2263.0,6.0,12.0,7.18,28652.0
10683.0,2325.0,5.0,1.0,7.18,3626.0
10705.0,1473.0,4.0,2.0,7.18,29039.0
11017.0,2438.0,5.0,1.0,7.18,4257.0
11318.0,204.0,1.0,1.0,7.18,2579.0
11498.0,2038.0,6.0,13.0,7.18,27997.0
12124.0,327.0,6.0,47.0,7.18,1021.0
228.0,3126.0,6.0,-1.0,7.17,4485.0
486.0,2311.0,6.0,12.0,7.17,32040.0
598.0,795.0,6.0,12.0,7.17,7563.0
744.0,1618.0,6.0,25.0,7.17,5913.0
1643.0,1677.0,5.0,7.0,7.17,20337.0
1804.0,1889.0,1.0,1.0,7.17,1617.0
2473.0,523.0,6.0,13.0,7.17,10636.0
2933.0,2874.0,6.0,64.0,7.17,3417.0
3209.0,2105.0,6.0,52.0,7.17,869.0
4578.0,1898.0,1.0,1.0,7.17,13115.0
5093.0,2310.0,5.0,1.0,7.17,22155.0
5226.0,2525.0,6.0,52.0,7.17,1414.0
5407.0,2703.0,6.0,12.0,7.17,63418.0
6229.0,130.0,5.0,1.0,7.17,3493.0
6307.0,2589.0,6.0,26.0,7.17,25995.0
6332.0,1605.0,1.0,1.0,7.17,3433.0
6354.0,1910.0,5.0,1.0,7.17,4236.0
6372.0,939.0,6.0,12.0,7.17,46024.0
7429.0,1236.0,1.0,1.0,7.17,120571.0
7553.0,1860.0,6.0,12.0,7.17,137102.0
8510.0,488.0,5.0,2.0,7.17,5913.0
8620.0,2829.0,4.0,1.0,7.17,1057.0
9350.0,55.0,5.0,2.0,7.16,1509.0
9507.0,514.0,5.0,4.0,7.17,10194.0
9898.0,2188.0,6.0,12.0,7.17,32061.0
9899.0,2188.0,6.0,12.0,7.17,8964.0
10150.0,2607.0,4.0,5.0,7.17,1761.0
10161.0,2444.0,6.0,13.0,7.17,14925.0
10483.0,616.0,6.0,20.0,7.17,2856.0
10487.0,120.0,5.0,1.0,7.17,1536.0
11251.0,1657.0,6.0,109.0,7.17,1650.0
11452.0,30.0,1.0,1.0,7.17,2897.0
11613.0,2627.0,1.0,1.0,7.18,2555.0
11756.0,817.0,1.0,1.0,7.17,23422.0
350.0,3220.0,6.0,25.0,7.16,35461.0
512.0,2154.0,6.0,50.0,7.16,3605.0
518.0,317.0,4.0,4.0,7.16,29487.0
661.0,2746.0,6.0,12.0,7.16,16909.0
1166.0,117.0,6.0,52.0,7.16,1876.0
1349.0,950.0,6.0,-1.0,7.16,1363.0
1568.0,104.0,6.0,51.0,7.16,615.0
1682.0,3219.0,6.0,13.0,7.16,55977.0
1925.0,1422.0,6.0,40.0,7.16,889.0
2167.0,1389.0,1.0,1.0,7.16,14037.0
2189.0,121.0,4.0,2.0,7.16,2038.0
2213.0,237.0,6.0,12.0,7.16,34576.0
2572.0,1259.0,6.0,12.0,7.16,13581.0
3052.0,1594.0,6.0,26.0,7.16,790.0
3204.0,1511.0,4.0,1.0,7.16,2557.0
3256.0,1616.0,6.0,26.0,7.16,1300.0
3662.0,735.0,5.0,1.0,7.16,8025.0
3828.0,1803.0,6.0,11.0,7.16,13681.0
3943.0,1181.0,5.0,1.0,7.16,15097.0
4132.0,1558.0,1.0,1.0,7.16,6970.0
4888.0,1376.0,6.0,13.0,7.16,16111.0
4931.0,545.0,6.0,25.0,7.16,44825.0
5717.0,2344.0,1.0,1.0,7.14,13657.0
6205.0,130.0,5.0,1.0,7.16,3057.0
6227.0,1392.0,5.0,1.0,7.16,2685.0
6733.0,1372.0,4.0,3.0,7.16,6941.0
6810.0,2460.0,6.0,13.0,7.16,14073.0
6960.0,1497.0,1.0,1.0,7.16,917.0
7052.0,787.0,5.0,1.0,7.16,9594.0
7390.0,3065.0,6.0,12.0,7.16,16604.0
7450.0,1178.0,1.0,1.0,7.16,4545.0
7999.0,1987.0,6.0,52.0,7.16,3633.0
8106.0,1677.0,5.0,16.0,7.16,14917.0
8119.0,2017.0,6.0,13.0,7.15,47157.0
8326.0,2699.0,6.0,25.0,7.16,49508.0
8542.0,18.0,1.0,1.0,7.16,73253.0
8614.0,2131.0,3.0,1.0,7.16,3675.0
8675.0,2301.0,6.0,12.0,7.16,38778.0
8642.0,3126.0,6.0,-1.0,7.17,7680.0
8729.0,1948.0,6.0,12.0,7.16,93000.0
